TITLE,DATE
걸그룹도 ‘토탈 사커’ 시대…센터가 사라졌다,2021-02-15 11:00
센터가 누구야? 걸그룹 ‘원톱’이 사라졌다,2021-02-16 0:03
"빅히트-유니버설, 내년 美 오디션으로 글로벌 보이그룹 론칭한다",2021-02-18 10:50
"법적대응' 한다던 아이돌 현진…학폭 추가폭로 나오자 ""사과""",2021-02-26 13:16
백예린 프로듀서 구름 “강한 자 아닌 변화하는 자가 살아남아”,2021-03-03 11:30
"디어유, 전직원 ‘연봉 1,500만원’ 일괄 인상…대규모 개발인력 유치 나서",2021-03-16 15:24
"메타버스 2030년 1700조 시장, 현실이 된다",2021-03-22 0:04
"코로나19 폭격 맞은 2020년 K팝, 의외로 선방했다",2021-03-29 16:20
공연수입 90% 줄어든 것 맞아? K팝 기획사들 깜짝 실적,2021-03-30 0:03
포스트 BTS를 북?남미에서 찾는다…지도 넓히는 K팝 오디션,2021-05-09 15:10
"경찰 “있지 리아 학폭 폭로, 겪은 일 표현”…JYP “파악중”",2021-06-13 17:30
"리아 동창생' 불송치에 JYP 이의신청 ""왜곡된 폭로로 피해자 있어선 안돼""",2021-06-15 22:01
‘리아 학폭’ 명예훼손 무고 안 따진 경찰…JYP는 수사 불복,2021-06-18 5:00
"박진영, JYP주식 366억 '블록딜'···갑자기 두나무에 판 까닭",2021-07-02 15:19
음악예능 산 역사 권태은 “팬텀싱어 가장 힘들었지만 애착”,2021-07-27 15:00
음악예능의 달인 권태은 “가장 애착 가는 건 팬텀싱어”,2021-07-28 0:03
위드 코로나'에 웃는 여행·엔터…주가도 날개 달았다,2021-10-29 16:00
오은영도 걱정한 걸그룹 오디션…안봐도 포기 못하는 이유,2021-11-07 15:20
"슈퍼맨·배트맨 캐릭터 가진 美회사, 네이버웹툰 찍은 이유",2021-12-05 16:01
"‘웹툰’ 단어조차 없던 미국, 이젠 네이버웹툰 월 이용자 1400만명",2021-12-06 0:03
"2PM 찬성, 내년 초 결혼…""새 생명 축복 찾아와""",2021-12-15 13:59
"2PM 막내 황찬성 결혼에 옥택연 ""어떤 길 가더라도 응원해""",2021-12-15 22:46
거리두기 강화에 24일 ‘트와이스 콘서트’ 취소…25·26일 공연은 예정대로,2021-12-16 23:01
위스키도 아닌데 20년산? 250ml 하나에 13만원 '마법의 병',2022-01-16 16:00
찐친' 이정재·정우성 산불 피해 이재민 돕기 위해 1억씩 냈다,2022-03-08 20:32
"가수 찍는 공장?…""재능만 보지 않는다"" 집단 뭉친 K팝 원천기술 [K팝 세계화 리포트]",2022-03-30 5:00
한국은 5등 안에도 못든다…'BTS 소비국' 의외의 1등 [K팝 세계화 리포트],2022-03-30 5:00
하이브 상장 당일 시총 8조…韓엔터계에 떨어진 '다이너마이트' [K팝 세계화 리포트],2022-03-31 5:00
BTS 군대 가도 1458만명 팬미팅하는 곳…K팝 키우는 팬플랫폼 [K팝 세계화 리포트],2022-03-31 5:00
타임 100대 기업 신기한 징크스…'BTS의 방시혁'이 못푼 숙제,2022-04-01 5:00
"""너 가수될건데, 노랜 못들었네?"" 이젠 말 안되는 이수만 이말",2022-04-02 6:00
"K팝서 진화한 日아이돌 ""온 가족이 BTS팬, 내 꿈 밀어줬다"" [K팝 세계화 리포트]",2022-04-08 6:00
"""해외 넘어 국내 노린다""…어디서 터질지 모르는 'K팝 로또'",2022-04-14 7:00
"빅뱅 컴백, ‘피지컬 앨범’ 아닌 ‘디지털 싱글’이라 실망했다, 이게 무슨 말? [알려드립니다]",2022-04-20 7:00
르세라핌 미니 앨범 선주문 27만장…30만장 넘길 듯,2022-04-21 11:12
"""美빌보드보다, 멜론 1위 더 힘들다"" 지금 이런 말 나온 이유",2022-05-02 5:00
"""이런 셀카 한장 받자고 돈 냈냐"" 아이돌에 뿔난 팬들, 왜",2022-05-12 7:00
한국인도 한국어 노래도 아닌데 'K-아이돌'…K팝 판뒤집은 이들,2022-05-30 7:00
"SM출신이 만든 하이브 여돌, 남미 겨냥한 CJ 보이그룹…몰려오는 대기업 ‘신인 아이돌’",2022-06-01 7:00
"윤곽 드러난 하이브 첫 ‘일본 아이돌’, BTS 만든 피독 멘토로 참여",2022-06-05 14:56
“연예인 누구 매니저세요?” “아니 전 그냥 회사원인데요” [나는 아이돌 기획자다 1],2022-06-07 7:00
돈 벌려고 아이돌 만든다고요? 다른 사업 하세요[나는 아이돌 기획자다 2],2022-06-07 7:01
핫한 엔터사에서 일할 때 필요한 것은? [나는 아이돌 기획자다 3],2022-06-14 7:00
JYP가 왜 이러고 있지…유튜브서 성경 강의하는 '박진영 형제님',2022-06-17 22:25
"아이돌 기획, “꼭 기억해야 할 세 가지”[나는 아이돌 기획자다 4]",2022-06-21 7:00
"트와이스, JYP와 9인 전원 재계약…“신뢰 바탕으로 발전된 미래 확신”",2022-07-12 17:05
"""로지·한유아가 미래 될 수 있다"" K팝 최전성기에 이런 전망",2022-07-25 6:00
박진영 춤' 배운 美걸그룹 나온다…니쥬 대박난 JYP 새 도전,2022-07-26 15:52
"아미가 수백만장 사들인 BTS 앨범…""대중성의 뜻 달라졌다""",2022-08-08 6:00
스트레이 키즈 '맥시던트'로 7개월 만에 빌보드 2연속 정상,2022-10-17 10:26
스트레이 키즈 ‘빌보드 200’ 두번째 1위…BTS 이을 거야,2022-10-18 0:02
‘K팝 DNA’ 이식받은 日아이돌…“K팝 팬덤 문화까지 닮아가”,2022-10-24 16:25
‘K팝 DNA’ 이식받은 일본 아이돌…팬덤도 닮아간다,2022-10-25 0:02
"이태원 참사에…트와이스, '핼러윈 컨셉' 7주년 팬미팅 취소",2022-10-31 15:51
워너원ㆍ케플러ㆍ스맨파 숨은 조력자…방송사도 A&amp;R 시대,2022-11-01 15:25
아이브·트와이스·르세라핌 등 K팝 그룹 日 홍백가합전 출연,2022-11-16 19:00
"JYP 신인 엔믹스 지니, 데뷔 10개월만 돌연 탈퇴…계약도 해지",2022-12-09 10:05
"[박상욱의 미래를 묻다] 세계 휩쓰는 K팝, 한국 산업화 성공 공식 따라왔다",2023-01-16 0:43
"뉴진스' 민희진 나서나…이수만 vs SM 대결, 누가 이사 될까",2023-02-13 17:01
"12만원 턱밑까지 간 SM, 코스닥 9위로 껑충…속타는 하이브",2023-02-14 18:10
공개매수가 턱밑까지 오른 에스엠 주가…하이브 속탄다,2023-02-15 0:02
[김원배의 시선]SM 경영권 분쟁과 ESG,2023-03-03 0:42
[세컷칼럼] SM 경영권 분쟁과 ESG,2023-03-05 23:00
카카오는 ‘저주 없는 승자’ 될 수 있을까?  카카오엔터의 미래는,2023-03-13 18:04
[트랜D] SM 인수전 이후 '팬덤 플랫폼'의 미래는,2023-03-16 5:00
"
			""윤서빈, 학폭이 일상"" 폭로 글…'프로듀스X101' 첫회부터 인성논란
		",2019.05.06. 오후 10:05
"
			‘월드투어 불참’ 트와이스 미나, 입국 중 눈물…JYP “당분간 어렵다”
		",2019.08.01. 오후 5:39
"
			톱 아이돌의 만남?…강다니엘·지효 열애설
		",2019.08.05. 오후 12:44
"
			김희철·트와이스 모모 열애설에…SJ·JYP 측 “열애 사실무근”
		",2019.08.06. 오후 12:30
"
			JYP가 밝힌 ‘활동 중단’ 트와이스 미나 건강 상태
		",2019.08.27. 오전 11:43
"
			박지민 “성희롱·몸 사진 DM, 다 신고하겠다”
		",2019.10.19. 오전 11:01
"
			JYP “과도한 사진 촬영에 지효 부상…반복 문제 발생시 법적조치”
		",2019.12.09. 오전 10:28
"
			트와이스 측 ""스토킹, 경찰에 신변 보호 요청…최대 수위 조치 진행""
		",2019.12.19. 오후 12:55
"
			JYP ""트와이스 다현 여권 사진 찍혀 개인정보 유출… 법적 조치""
		",2019.12.30. 오전 6:47
"
			트와이스 나연, 귀국길 스토킹 피해…JYP “고강도 법적조치 강구”
		",2020.01.01. 오후 4:55
"
			JYP “나연 해외 스토커 형사 고발…접근금지 가처분도 신청”
		",2020.01.09. 오전 8:12
"
			가수 진주 “소속사와 7년 분쟁에 실어증, 로스쿨 1차 합격까지”
		",2020.02.10. 오전 8:17
"
			트와이스 나연, 스토커 가처분 신청 취하…“고발 건은 그대로”
		",2020.03.18. 오후 4:57
"
			방탄소년단 잇는 보이그룹 탄생할까…방시혁의 큰 그림은?
		",2020.06.24. 오후 4:35
"
			“내가 쓴 곡 부를 사람 찾아요”…박진영, 노래 주인 찾기 프로젝트 시작
		",2020.10.06. 오전 10:07
"
			트와이스 정연, 활동 잠정 중단…“긴장과 불안감 겪고 있어”
		",2020.10.17. 오후 7:38
"
			‘활동 중단’ 트와이스 정연 “빨리 회복하겠다”
		",2020.10.21. 오후 8:29
"
			JYP “영재 학폭 주장 글쓴이, 근거 제시 못해…추가 루머 법적 대응”
		",2020.10.22. 오전 9:28
"
			강다니엘·트와이스 지효, 1년3개월만에 결별···“최근 헤어졌다”
		",2020.11.10. 오전 8:51
"
			트와이스 멤버 전원 코로나19 검사 ‘음성’…“사나, 18일까지 격리”
		",2020.12.08. 오전 5:23
"
			JYP “갓세븐, 전원 재계약 않기로…새로운 미래 응원하겠다”
		",2021.01.11. 오후 1:48
"
			14년차에도 전성기 2PM “우리집에 못 오신 분들 초대하고파”
		",2021.06.28. 오후 6:11
"
			이젠 예비역, 2PM 다시 뭉쳤다
		",2021.06.29. 오전 12:03
