"
			량하 ""량현 2년째 연락두절…기다릴 수 있다""
		",2022.09.02. 오전 10:20,None,None,None
결국 본업이 최고…'시총 4조' JYP·'승승장구' YG [연계소문],2023-05-21 19:44,한국경제,김수영 기자,"
[김수영의 연계소문]연(예)계 소문과 이슈 집중 분석JYP, 꾸준한 성장세에 시총 4조 돌파미국 현지 프로젝트 A2K 기대감 ↑YG, '블랙핑크 후배' 베이비몬스터 론칭'4세대 아이돌' 시장 본격 등판 예고



그룹 트와이스./사진=JYP엔터테인먼트 제공



그룹 블랙핑크 /사진=YG엔터테인먼트 제공K팝 기획사 JYP엔터테인먼트(035900), 와이지엔터테인먼트(YG, 122870)의 주가 상승세가 범상치 않다. SM엔터테인먼트와 하이브가 경영권을 두고 장기간 대립각을 세우는 등 업계가 뒤숭숭한 가운데에서도 조용히 본업에 집중한 두 회사의 저력이 빛을 발하고 있다는 평가가 나온다.지난 19일 기준 JYP의 시가총액은 4조1071억원이다. 한국거래소에 따르면 JYP의 주가는 한 달 사이 31.47% 증가했다. 지난달 19일 8만8000원이었던 주가는 이날 종가 기준 11만5700원으로 뛰었다.업계에서 ""가장 안전한 엔터주""로 평가받는 회사가 바로 JYP다. 이는 ""본업을 가장 꾸준히, 잘하는 곳""이라는 말과 결을 같이 한다.트와이스를 성공시킨 JYP는 '아이돌 4세대'에 진입하며 타 기획사들에 비해 국내 경쟁력이 약하다는 우려가 나왔다. 하지만 현재는 스트레이 키즈, 있지, 엔믹스의 눈에 띄는 성장에 힘입어 '9년 차' 트와이스까지 인기 상승 곡선을 그리며 아티스트 라인업이 가장 견고하다는 말이 나온다. 막내 엔믹스도 기대 이상의 성과를 내면서 멤버들에 대한 정산이 일찌감치 이뤄지고 있는 것으로 전해졌다.



놀라운 건 해외 진출에 대한 집념과 끈기다. 미국 시장에서 먼저 반응한 스트레이 키즈는 지난해 두 차례나 미국 '빌보드 200' 1위를 기록했다. 꾸준히 팬덤을 넓혀가던 이들은 밀리언셀러(앨범 판매량 100만장 이상)에 이어 더블 밀리언셀러, 트리플 밀리언셀러까지 가파른 성장세를 보였다. JYP는 기회를 놓치지 않고 미국 현지 법인 JYP USA를 설립해 북미 공략을 본격화했다. '내수용 걸그룹'으로 여겨지던 트와이스까지 미국 진출에 성공하면서 아이돌 고년차에 속하는 이들도 연신 자체 최고 기록을 쓰고 있다.JYP 표 현지화 전략은 곧 장점이 됐다. 일본에서 현지 그룹 니쥬를 성공시킨 데 이어 미국 걸그룹 프로젝트 A2K 공개도 임박했다. 정지수 메리츠증권 연구원은 A2K에 대해 ""단순한 신규 IP의 추가가 아닌 미국 시장에서의 성공과 밸류에이션 상향 가능성을 제시할 수 있는 중요한 이벤트""라고 내다봤다.



YG는 지난 18일 52주 최고가(9만5400원)를 경신했다. YG의 주가는 한 달 새 6만1800원에서 9만2000원으로 무려 48.8%나 급등했다.주요 가요 기획사 중에서 가장 불안정한 흐름을 보이던 YG는 최근 불확실성을 해소했다. 빅뱅 멤버들과의 계약 관계를 정리했고, 신인 걸그룹 베이비몬스터의 데뷔를 앞두고 양현석 전 대표를 전면에 내세우는 초강수를 뒀다. 블랙핑크의 인기가 절정인 가운데 베이비몬스터 론칭까지 예고되며 기대감이 최고조에 달한 상태다.'아이돌 4세대' 시장에서 두각을 드러내지 못했던 YG의 본격적인 등판에 업계도 긴장하고 있다. 현재 걸그룹이 강세인 상황에서 블랙핑크를 글로벌 그룹으로 키워 여전히 정상을 지키고 있는 양 전 대표의 안목이 빛을 발할 것이란 전망이 나온다.실제로 블랙핑크의 활약은 압도적이다. K팝 걸그룹 최초로 밀리언셀러 타이틀을 거머쥔 이들은 미국 코첼라 무대에도 오르며 변함없는 존재감을 드러내고 있다. 제니, 로제, 리사에 이어 솔로로 나온 지수도 앨범을 100만장 이상 팔아치우며 K팝 여성 솔로 최초 밀리언셀러가 됐다. 블랙핑크의 경우 재계약 이슈가 남아있긴 하지만, 이와 관련해서도 긍정적 전망이 나온다.특히 트레저의 성장세와 맞물려 베이비몬스터가 신인 시장을 주도할 수 있을지 귀추가 주목된다. 김현용 현대차증권 연구원은 ""3분기 초 데뷔 예정인 베이비 몬스터가 연착륙한다면 블랙핑크의 의존도도 줄어들 전망""이라고 분석했다.류은애 KB증권 연구원은 ""YG는 1분기에 블랙핑크와 트레저의 해외 투어가 진행되며 콘서트 중심의 외형성장을 지속했다""며 ""소속 아티스트의 최소 출연료가 올라 콘서트 매출이 증가하고 하반기 베이비몬스터의 데뷔로 블랙핑크를 이을 중장기 성장동력을 확보했다""고 밝혔다.
"
"JYP, 선한 영향력 쭉…서울아산병원에 치료비 2억원 기부 [공식]",2023-05-15 10:09,한국경제,김수영 기자,"




(좌측부터) JYP엔터테인먼트 변상봉 부사장, 서울아산병원 박승일 원장 /사진=서울아산병원 제공JYP엔터테인먼트가 서울아산병원에 취약계층 아동청소년 환자 치료비 2억 원을 기부했다.JYP엔터테인먼트(이하 JYP)와 서울아산병원은 5월 10일 오후 서울시 송파구에 위치한 서울아산병원에서 취약계층 소아청소년 환자 치료비 기부금 전달식을 진행했다.이 자리에는 JYP 변상봉 부사장과 서울아산병원 박승일 원장이 참석했다. JYP는 취약계층 소아청소년 환자 치료비 지원을 위한 기부금 2억 원을 기탁하고 이에 대한 감사의 뜻을 담은 감사패를 전달받았다. 서울아산병원에 전달한 기부금은 국내 취약계층 소아청소년 환자의 수술, 치료비로 쓰일 예정이다.JYP 변상봉 부사장은 ""경제적 어려움으로 치료를 포기하지 않기를 바라는 마음을 모아 나눔에 동참하게 됐다. 아이들이 건강하게 치료를 잘 받고 넓은 세상으로 나아가 마음껏 꿈을 펼칠 수 있기를 바란다""고 전했다.JYP는 대중에게 받은 사랑을 사회에 환원하고자 CSR 활동을 체계화하고 'EDM(Every Dream Matters!: 세상의 모든 꿈은 소중하다)'라는 캐치프레이즈 아래 여러 프로젝트를 전개 중이다.그중 EDM 치료비 지원 사업은 경제적 어려움을 겪고 있는 아이들의 치료비를 지원해 주는 사회공헌활동. 특히 JYP엔터테인먼트는 'EDM 치료비 지원 사업' 파트너 기관 협약을 맺고 인연을 이어가고 있는 삼성서울병원, 월드비전, 국립암센터, 서울아산병원 네 곳에 올해 총 10억 원을 기부했다.JYP는 2023년에도 선한 영향력을 지속 확대하며 국내외 환아들이 투병으로 인해 꿈을 잃지 않도록 경제적, 정서적으로 돕는 활동을 활발하게 전개할 계획이다.
"
"JYP엔터 20% 폭등…""시총 6조 될 수도""",2023-05-16 17:53,한국경제,최만수 기자,"
1분기 호실적에 'A2K' 흥행 기대JYP엔터테인먼트가 16일 20% 넘게 폭등하며 시가총액 4조원을 넘어섰다. 지난달 17일 3조원을 넘어선 뒤 한 달 만에 다시 4조원 고지를 돌파했다.JYP엔터는 이날 20.84% 오른 11만5400원에 마감했다. 시가총액은 4조964억원까지 불어났다. 이 회사는 전날 1분기 실적을 발표했다. 1분기 영업이익은 420억원으로 시장 컨센서스(증권사 추정치 평균)인 255억원을 크게 웃돌았다. 월드 투어를 18번 한 스트레이키즈가 콘서트 실적을 견인했다.이달 미국인으로 구성된 걸그룹 A2K의 프로모션 콘텐츠 공개를 앞두고 서구권 시장 공략에 대한 기대가 커지고 있다. 미국인 멤버들은 지난달 한국에 입국해 2차 영상을 준비 중인 것으로 알려졌다. 일본인으로 구성된 걸그룹 니쥬가 데뷔한 2020년 6~8월에도 JYP 주가는 두 배 이상 뛰었다.A2K의 흥행 여부에 따라 시가총액 5조~6조원도 가능하다는 분석이 나온다.이기훈 하나증권 연구원은 “A2K 프로젝트 흥행 시 예상 영업이익 기여도는 500억원 내외로 추정하며 기업가치가 1조5000억원 이상 추가될 가능성이 있다”고 했다.
"
"증권가, JYP엔터 목표가 잇따라 높여…""A2K 프로젝트 기대""",2023-05-16 8:39,한국경제,진영기 기자,"
""JYP엔터, 콘텐츠 관련 매출 증가해 '깜짝 실적' 기록""



그룹 트와이스 /사진=JYP엔터테인먼트 제공증권사들이 16일 잇따라 JYP엔터테인먼트의 목표가를 높이고 있다. 상반기 JYP가 공개할 예정인 미국 걸그룹(프로젝트명 A2K)이 실적을 견인할 것이란 전망에서다. 유튜브, 지식재산권(IP) 라이센싱 등 기타 매출이 늘어 JYP가 안정성을 확보했다는 분석도 제기됐다.이날 주요 증권사들은 JYP의 목표가를 높였다. 하나증권이 13만원으로 가장 높은 가격을 제시했다. 그 밖에도 KB증권(10만5000원→12만원), 유진투자증권(9만8000원→12만5000원), 메리츠증권(9만5000원→12만원), 키움증권(8만3500원→12만원), 현대차증권(6만6000원→11만원)이 눈높이를 조정했다.1분기 JYP의 영업이익은 전년 동기 대비 119.2% 늘어난 420억원이었다. 시장 추정치 270억원을 크게 웃도는 깜짝 실적이었다. 매출액은 74.1% 증가한 1180억원이었다.JYP의 실적에 대해 정지수 메리츠증권 연구원은 ""트와이스와 엔믹스(NMIXX)의 앨범이 많이 판매돼 음반 사업이 전년 대비 60% 성장했다""며 ""스트레이키즈의 월드투어, 있지(ITZY)의 일본 아레나 투어로 콘서트 매출은 2배 이상 뛰었다""고 설명했다.이현지 유진투자증권 연구원은 ""'JYP360'을 설립한 이후 굿즈 매출이 안정적인 흐름을 유지하고 있다""며 ""아티스트 IP에 기반한 매출이 꾸준히 늘어나며 수익성도 개선될 것""이라고 전망했다. JYP360은 JYP의 자회사로 'JYP샵'을 운영하고 있다.이기훈 하나증권 연구원은 ""JYP는 E2K, L2K 등 글로벌 비즈니스 모델이 계획돼있는 점도 긍정적""이라며 ""A2K가 북미 시장에서 흥행한다면 시가 총액은 5~6조원으로 뛸 수 있다""고 평가했다. 전날 기준 JYP의 시총은 3조4000억원 수준이다. 이 증권사는 JYP를 엔터 업종 내 최선호주로 제시했다.A2K 프로젝트에 대해 이선화 KB증권 연구원은 ""케이팝(K-pop) 엔터테인먼트 회사의 트레이닝 과정을 통해 글로벌 아티스트를 배출해 낼 수 있다는 게 입증되면 엔터테인먼트 산업의 가치가 재평가될 수 있다""고 예상했다.A2K 외에 트와이스의 월드투어, 스트레이키즈의 정규 앨범 발매도 예정돼 있다. 메리츠증권은 스트레이키즈의 신규 앨범이 400만장 이상 팔릴 것으로 전망했다. 스트레이키즈는 지난해 빌보드 HOT 200 차트에서 두 차례 1위를 달성한 바 있다.
"
미국판 트와이스 나온다…JYP 쓸어담는 외국인,2023-04-23 18:04,한국경제,최만수 기자,"
기관·외국인 홀린'모범 엔터주' JYP걸그룹 'A2K프로젝트'내달 영상 콘텐츠 공개외국인 2750억 사들여올해 코스닥 순매수 1위VIP·타임폴리오 등유명펀드도 비중 확대



사진=연합뉴스JYP엔터테인먼트가 시가총액 3조원을 넘어서며 무서운 상승세를 이어가고 있다. SM엔터테인먼트의 경영권 분쟁이 마무리되자 외국인의 관심이 JYP에 집중되고 있다는 분석이다. JYP가 공개할 예정인 미국 걸그룹(프로젝트명 A2K)이 주가 상승의 동력이 되고 있어 관심을 모은다. 美 걸그룹 프로젝트 주목23일 한국거래소에 따르면 JYP는 올 들어 코스닥시장에서 26.4% 상승했다. 지난 17일 8만8300원으로 사상 최고가를 찍은 뒤 시총 ‘3조 클럽’에 가입했다. 지난해 8월 2조원을 넘어선 지 불과 8개월 만이다.외국인이 JYP 주가를 끌어올리고 있다. JYP는 올해 외국인의 코스닥 순매수 1위(2750억원) 종목이다. 2위인 SM엔터보다 1000억원 가까이 앞선 규모다. JYP의 외국인 지분율은 사상 최대인 44.3%까지 올랐다.다음달 미국 걸그룹 A2K의 프로모션 콘텐츠 공개를 앞두고 서구권 시장에서 기대가 커졌다는 분석이다. A2K 프로젝트에 참가하는 미국 멤버들은 최근 한국에 입국해 2차 영상을 준비 중인 것으로 알려졌다. JYP의 첫 글로벌 프로젝트인 일본 걸그룹 니쥬가 데뷔한 2020년 6~8월에도 JYP 주가는 두 배 이상 뛴 바 있다.엔터업계 한 관계자는 “JYP가 이번 프로젝트로 손잡은 미국 리퍼블릭레코즈는 그동안 협업한 소니뮤직재팬 등과 차원이 다른 회사”라며 “기대가 주가에 선반영됐다는 분석도 있지만 영상이 공개되면 예상보다 더 뜨거운 반응이 나올 수 있다”고 말했다. 엔터주 ETF에서도 ‘톱픽’SM엔터 경영권 분쟁이 종료되면서 엔터주 가운데 실적 개선이 두드러진 JYP에 대한 관심이 높아지고 있다. 올해 실적 기준 주가수익비율(PER) 30배는 부담스러운 수준이지만 JYP는 꾸준히 실적이 좋아지면서 밸류에이션 부담을 상쇄하고 있다.



2017년까지만 해도 JYP의 영업이익은 100억원대에 불과했다. 트와이스(사진) 데뷔 이후 급격히 사세를 키우며 지난해 영업이익 966억원을 기록, 1000억원대 진입을 눈앞에 두고 있다. JYP의 올해 영업이익 컨센서스(증권사 전망치 평균)는 1328억원으로 지난해보다 37.5% 늘어날 것으로 예상된다.트와이스에 의존하던 실적이 스트레이키즈, 있지, 엔믹스 등으로 분산되고 있다는 점도 긍정적인 포인트로 꼽힌다. 미국 걸그룹 프로젝트가 성공하면 JYP는 또 다른 성장 스토리를 쓸 수 있다.SM엔터 비중이 유독 컸던 VIP자산운용과 타임폴리오자산운용 등도 JYP에 대한 관심을 높이고 있다. 성과연동형 펀드를 내놓으면서 주목받은 VIP자산운용은 JYP를 다시 사들이고 있다. 최준철 VIP자산운용 대표는 “SM엔터 경영권 분쟁이 마무리되면서 엔터산업 본질에 대한 관심이 다시 높아지고 있다”며 “안정적인 사업구조와 성장성 면에서 K팝의 표준이자 모범이라고 할 수 있는 JYP에 우선 주목하고 있다”고 설명했다.국내 엔터산업에 집중 투자하는 상장지수펀드 포트폴리오에서도 JYP 비중이 높다. ‘TIGER 미디어컨텐츠’는 JYP 비중을 11.2%까지 늘렸다. 하이브(10.5%) SM엔터(10.4%) 스튜디오드래곤(9.7%) 등에 앞선 비중 1위 종목이다. 타임폴리오자산운용의 ‘TIMEFOLIO K컬처액티브’도 엔터주 중 JYP 비중(9.10%)이 가장 높다. 이 ETF들은 지수를 기계적으로 추종하는 다른 ETF와 달리 펀드매니저가 직접 종목을 고르고 매매하는 액티브 유형이다.
"
"JYP엔터, 트와이스 복귀…11.5만원 가능",2023-04-17 17:38,한국경제,양병훈 기자,"
주가 3.8% 올라…하이브도 상승국내 주요 엔터테인먼트주가 17일 일제히 상승했다. 소속 가수들의 활동이 본격화하면서 실적이 개선될 것이란 기대가 주가를 끌어올리고 있다.이날 JYP엔터테인먼트는 3.88% 오른 8만8300원에 거래를 마쳤다. 와이지엔터테인먼트는 1.58%, 하이브는 0.38% 상승했다. JYP는 최근 한 달간 26.5%, 와이지엔터테인먼트는 23.5% 올랐다.박수영 한화투자증권 연구원은 “JYP는 올해 스트레이키즈와 트와이스가 앨범을 발매하는 등 상승 모멘텀(동력)이 있다”며 목표주가를 10만원에서 11만5000원으로 높였다.NH투자증권은 하이브 목표주가를 25만원에서 30만원으로 올렸다. 이화정 NH투자증권 연구원은 “1분기에 나온 신보 4건이 모두 흥행에 성공했고, 2분기 신보 발매도 줄줄이 예정돼 있다”며 “독자적으로 운영되는 다수 레이블을 확보해 신보를 규칙적으로 발매할 수 있게 됐고 흥행 가능성도 높아지는 추세”라고 말했다.KB증권은 최근 와이지엔터테인먼트의 목표주가를 6만원에서 7만원으로, 대신증권은 6만4000원에서 6만9000원으로 올렸다.
"
"JYP, 걸그룹 데뷔프로젝트 'A2K' 강력 모멘텀 될 수도…목표가↑-하나",2023-03-27 7:42,한국경제,신민경 기자,"
목표가 8만2000원→9만1000원 상향



이미지=JYP엔터테인먼트하나증권은 27일 JYP엔터테인먼트에 대해 4분기 이익 부진에도 불구하고, 트와이스의 앨범·매니지먼트 매출에서 확인된 서프라이즈만으로도 이익 상향 요인이 있다고 진단했다. 그러면서 작년에 이어 올해도 최선호주로 꼽는다며, 목표가를 기존 8만2000원에서 9만1000원으로 올렸다.이기훈 하나증권 연구원은 ""4분기 매출액과 영업이익은 각각 1152억원, 257억원으로 특히 영업이익은 시장 추정치(컨센서스)인 310억원을 크게 밑돌았다""고 밝혔다.하지만 이 연구원은 방탄소년단(BTS)만큼이나 중요한 A2K 프로젝트가 진행되고 있다는 데 주목했다. 올 4분기 데뷔를 계획 중인 가운데, 흥행 시엔 수익 추정과 밸류에이션을 완전히 바꿔야 하는 강력한 모멘텀인 만큼 올 한해 계속해서 높은 관심을 기울여야 한다는 것이다.이 연구원은 ""올 하반기엔 한국 남자, 중국 남자, 그리고 미국 여자 등 총 세 팀이 데뷔하는 데 이 가운데 미국 여자 신인그룹 데뷔가 가장 중요한 모멘텀이 될 것""이라며 ""하이브는 게펜 레코즈와, JYP는 리퍼블릭 레코즈와 함께 일명 A2K 프로젝트로 미국 걸그룹을 준비하고 있다""고 했다.이어 ""케이팝의 캐스팅·트레이닝 프로그램과 2차 판권을 통한 수익화 등이 접목돼 가파른 시너지가 기대되며, 흥행 시 그룹당 매출 5000억원 이상도 가능할 것""이라며 ""구체화된 것이 없어 수익 전망에 미반영돼 있는데, 빠르면 4월 말쯤 온라인 플랫폼을 통해 오디션 프로그램이 방영될 예정""이라고 말했다.
"
반도체 스타트업 찾은 과기부 장관…JYP는 벤처캐피털 설립 [Geeks' Briefing],2023-03-03 15:47,한국경제,이시은 기자,"
이 기사는 프리미엄 스타트업 미디어 플랫폼 한경 긱스에 게재된 기사입니다.한국경제신문이 만든 프리미엄 스타트업 미디어 플랫폼 긱스(Geeks)가 3일 스타트업 뉴스를 브리핑합니다. 



김장우 망고부스트 대표(오른쪽)가 이종호 과학기술정보통신부 장관(왼쪽)에게 DPU 시제품을 설명하고 있다. /과기정통부 제공현장 찾은 과기부 장관 이종호 과학기술정보통신부 장관이 데이터 처리 가속기(DPU) 스타트업 망고부스트를 방문하고 전문가들과 간담회를 가졌다. 현장엔 김장우 망고부스트 대표와 더불어 차세대지능형반도체사업단, 한국과학기술정보연구원(KISTI), 한국전자통신연구원(ETRI)의 전문가 등 13명이 참석했다. 이 장관은 “망고부스트는 데이터센터의 효율성 향상을 위한 DPU의 핵심 기술을 확보해, 짧은 시간 내에 성과 창출과 투자유치에 성공한 곳”이라며 “인공지능(AI) 시대 데이터센터에 활용되는 시스템 반도체 핵심 시장을 선도하길 기원한다”고 말했다.JYP도 스타트업 투자 본격화 JYP엔터테인먼트가 벤처캐피털(VC) 자회사를 설립했다고 &lt;뉴스1&gt;이 보도했다. 설립등기를 마친 ‘JYP파트너스’는 신기술사업금융업 회사로 등록됐다. 초대 대표에는 변상봉 JYP엔터 최고재무책임자(CFO)가 선임됐다. 2006년부터 CFO를 역임한 인물로, 박진영 최대주주의 신임을 받는 것으로 전해진다. JYP엔터는 벤처투자를 점차 늘려오는 추세였다. 2020년 11월 네이버제트 투자에 이어, 2021년 6월엔 디어유에 214억원을 투자한 바 있다.‘OTT 대장’ 넷플릭스 국내 온라인 동영상 서비스(OTT) 이용자를 분석한 결과 넷플릭스 ‘원톱’에 티빙과 쿠팡플레이, 웨이브가 ‘3파전’을 이룬 것으로 나타났다. 빅데이터 플랫폼 기업 아이지에이웍스가 자사 데이터 분석 솔루션 모바일인덱스를 통해 집계한 데이터에 따르면 지난 1월 기준 넷플릭스(1257만 6954명)의 월간활성이용자수(MAU)가 주요 OTT 앱 중에서 사용자 수가 가장 많았다. 티빙(515만 563명)·쿠팡플레이(439만 1879명)·웨이브(401만 1024명)가 뒤를 이었다.



게티이미지뱅크두나무 보이스피싱 환급 암호화폐 거래소 업비트를 운영하는 두나무는 지난해 보이스피싱 피해자 72명에게 총 25억5751만원을 환급했다고 밝혔다. 금융위원회는 지난달 ‘금융 분야 보이스피싱 대책’ 발표를 통해 가상자산을 이용한 보이스피싱 피해구제를 위해 가상자산 사업자(VASP)에도 통신사기피해환급법을 적용하기로 했다. 업비트는 이상 거래 감지 시스템(FDS)을 고도화하고 입출금 모니터링 시스템을 강화하는 등 조처를 했다고 밝혔다.기보, 데이터 가치평가 맡는다 기술보증기금이 과학기술정보통신부로부터 ‘데이터 가치평가기관’으로 지정됐다. 데이터 가치평가 기관은 데이터의 가치를 시장에서 인정된 평가기법 및 평가모형에 따라 가액․등급․점수 등으로 전문적으로 평가하는 기관이다. 과기정통부는 가치평가모형과 10명 이상의 전문인력 확보, 업무 수행할 수 있는 설비 및 조직 보유 등을 따져 해당 기관을 선정했다. 기보는 데이터 생성·유통·활용 등의 분야에서 중심 역할을 수행해 내·외부 다양한 중소기업 지원사업과의 연계할 계획이다. K-스타트업 ‘혁신 기업’에 꼽혀 무신사가 미국 경제 전문매체 ‘패스트 컴퍼니’에서 발표한 ‘2023년 아시아·태평양 지역에서 가장 혁신적인 10대 기업’에 선정됐다. 패스트 컴퍼니는 2008년부터 매년 세계 각지에서 산업과 경제에 큰 영향을 미친 곳을 선정해 명단을 발표하고 있다. 패스트 컴퍼니 측은 “무신사는 온라인 패션 커뮤니티, 브랜드 인큐베이팅, D2C 브랜드 운영, 오프라인 복합문화 공간 운영 등 광범위한 패션 생태계를 발전시키고 있다”고 밝혔다. 



어메이즈VR의 가상 콘서트 장면. /어메이즈VR 홍보 영상 캡처같은 매체의 ‘2023년 세계에서 가장 혁신적인 라이브 공연 10대 기업' 선정에선 어메이즈VR이 뽑히기도 했다. 어메이즈VR은 2015년 이제범 전 카카오 대표, 이승준 전략지원팀장 등 카카오 초기 멤버들이 창업한 가상현실 콘텐츠 제작 업체다. 본사는 미국에 있다.‘예비창업패키지’ 일정 종료 경기창조경제혁신센터가 판교 창업존에서 개최된 ‘2022 예비창업패키지 창업기업 Next Level’을 마지막으로 2022년도 예비창업패키지의 프로그램 일정을 마무리했다. 예비창업패키지는 기술창업 아이디어를 보유한 예비창업자 지원을 위해 사업화 자금 및 창업교육, 멘토링 등을 패키지로 제공하는 사업이다. 경기창경센터는 예비창업패키지 주관기관으로, 지난해 4월 모집공고를 통해 미래 성장성이 보이는 52개 기업을 선정한 바 있다. 온라인 시험 감독 서비스를 제공하는 에딘트와 비접촉식 커넥터를 개발하는 유니컨은 프로그램 운영 기간 중 시드(초기) 투자를 유치하기도 했다. 소셜 ‘예창패’는 시작 벤처기업협회가 오는 15일까지 소셜벤처 분야 예비창업패키지 프로그램의 지원자를 모집한다고 밝혔다. 총 100명을 선정해 창업에 필요한 교육, 멘토링, 사업화 자금 등 전반적인 창업지원을 패키지 형태로 제공할 예정이다. 사업설명회는 총 2회 개최될 예정이다. 1차 사업설명회는 8일 오후 2시 마루180 이벤트홀에서 진행되며, 오프라인과 온라인으로 병행 개최된다. 2차 사업설명회는 10일 오후 2시 유튜브 ’KOVA-SVI‘ 채널에서 실시간 송출될 예정이다.
"
K팝 산업 투자하려면 JYP 사라,2023-03-02 14:42,한국경제,임현우 기자,"




한경DB연예기획사 JYP엔터테인먼트에 대해 증권가에서 긍정적 전망이 나오고 있다. 소속 그룹 스트레이키즈(사진)가 방탄소년단(BTS)에 버금가는 성과를 내고 있다는 분석이다.한화투자증권은 2일 JYP 목표주가를 9만4000원에서 10만원으로 상향 조정했다. 이 증권사는 ""스트레이키즈는 데뷔 5년차인 지난해 앨범 판매고 750만장을 기록해 BTS의 5년차 성과를 달성했다""며 ""공연 횟수에 있어서도 BTS, 블랙핑크 등을 앞서는 성장세를 보여주고 있다""고 설명했다.JYP의 수익원이 갈수록 다양해지는 점에도 주목했다. 이 회사에는 트와이스, 있지(ITZY), 니쥬(NiziU), 엔믹스(NMIXX) 등이 소속돼 있다. 올해는 라우드프로젝트, 프로젝트C, 니쥬 보이, A2K프로젝트 등이 활동을 앞두고 있다.박수영 한화투자증권 연구원은 ""JYP는 지식재산권(IP)의 안정적 수익화를 통해 IP 양성 시스템의 우월성을 입증하고 있다""며 ""JYP를 사는 것은 K팝 시스템에 투자하는 것과 같은 의미""라고 말했다.JYP는 이날 오후 2시20분 기준 전 거래일보다 1.52% 내린 7만7500원에 거래되고 있다. 이 회사 주가는 올해 들어 약 15% 올랐다.
"
하이브·SM 박 터지게 싸우는 와중에…JYP 조용히 웃는 이유,2023-02-22 10:56,한국경제,박병준 기자,"




트와이스 일본인 멤버 모모(왼쪽)·미나(가운데)·사나(오른쪽) / 사진=JYP엔터 제공JYP엔터테인먼트가 장중 신고가를 갈아치웠다. 하이브와 SM엔터테인먼트가 경영권 분쟁을 하는 가운데 외국인 투자자의 매수세가 몰린 영향으로 풀이된다.22일 오전 10시 7분 현재 JYP엔터는 전 거래일 대비 2.74% 오른 7만5000원에 거래되고 있다. 장중 7만5900원까지 오르며 52주 신고가를 경신했다. 지난해 12월 29일 종가 대비 10% 이상 올랐다.이날 한국거래소에 따르면 코스닥시장에서 외국인은 이달 들어 15거래일 연속 JYP엔터를 순매수했다. 외국인은 지난달 2일부터 이달 21일까지 3거래일을 제외하고 모두 순매수를 이어간 바 있다. 이 기간 순매수 규모는 1400억원에 달한다. 지분율도 40%에 육박하고 있다. 다음 달에 발표될 지난해 4분기 실적이 호재로 꼽힌다. 증권업계는 JYP엔터의 사상 최대 실적을 예상한다. 스트레이키즈, ITZY 앨범 판매 호조와 3분기 이연된 일본 투어 매출이 호실적 요인으로 꼽힌다. 올해도 음원·콘서트·광고 등 모든 사업 부문이 고르게 성장하며 최대 실적 행진이 이어진다는 분석이다. 이에 증권사들은 JYP엔터의 목표주가를 잇달아 올렸다. 올해 들어 다올·메리츠·한화투자증권 등 3개 증권사 JYP엔터의 목표주가를 상향했다. 한화투자증권이 기존 8만5000원에서 9000원 올린 9만4000원을 제시해 가장 높았다.황현준 DB금융투자 연구원은 ""JYP엔터는 지난해 큰 폭의 실적 성장과 더불어 40% 이상 주가가 올랐다""며 ""올해도 소속 가수들의 판매력이 강화되고 있어 상승 여력이 있다""고 말했다.
"
"JYP 제쳤다…SM, 인수전 여파 9년만 코스닥 시총 10위권",2023-02-14 7:40,한국경제,김수영 기자,"




SM엔터테인먼트(이하 SM) 인수 경쟁이 치열해진 가운데, SM의 주가가 큰 폭으로 올라 2014년 이후 9년 만에 코스닥 시가총액 10위권에 복귀했다.한국거래소에 따르면 13일 종가 기준 SM 주가는 11만6000원, 시총은 2조7616억원으로 코스닥시장 9위를 기록했다.SM이 코스닥시장 시총 10위권에 복귀한 것은 지난 2014년 6월 11일 이후 약 9년 만이다.아울러 같은 엔터주인 JYP엔터테인먼트(이하 JYP)의 시총도 앞질렀다 하이브가 상장한 이후 SM과 JYP는 업계 2위 자리를 두고 다퉈왔던 바다. 13일 기준 JYP 주가는 7만2800원, 시총은 2조5842억원으로 코스닥시장 11위다.SM 주가는 지난해 9월 16일 SM이 이수만 대주주의 개인회사인 라이크기획과의 프로듀싱 계약 종료를 검토하겠다고 밝히자 18.60% 뛰었다. 이후 실제로 독점 프로듀싱 체제가 끝나자 추가 상승했다.최근에는 카카오, 하이브 등이 인수전에 뛰어들면서 이달에만 31.82% 급등했다.단기에 주가가 급등한 만큼 추가 상승 여력이 높지 않다는 분석이 나오지만, 이수만 대주주가 SM을 상대로 낸 신주·전환사채 발행 금지 가처분 신청 결과 및 카카오의 추가 지분 매수 의지 등에 따라 향후 주가가 단기적으로 추가 상승할 가능성도 남아 있다.
"
