TITLE,DATE,PRESS,REPORTER,CONTENT
"양현석 복귀 후 새판 짜는 YG, 지디에 새 걸그룹까지…주가 급등",2023-01-02 14:50,한국경제,김수영 기자,"




양현석 YG엔터테인먼트 총괄 프로듀서 /사진=연합뉴스YG엔터테인먼트가 양현석 총괄 프로듀서의 복귀와 함께 새판 짜기에 돌입했다. 불안 요소로 작용했던 일부 아티스트의 재계약 이슈를 마무리 짓고, 핵심 아티스트 컴백 및 새 그룹 론칭 소식 등을 전하며 주가 급등을 이끌었다.YG엔터테인먼트(122870) 주가는 2일 오후 2시 45분 기준 8.44% 오른 4만 7550원에 거래되고 있다.이날 YG엔터테인먼트는 그룹 빅뱅 지드래곤과 블랙핑크 지수의 솔로 활동 계획을 밝혔다.지드래곤은 깜짝 영상을 통해 ""2023년에는 열심히 하겠다는 말씀을 드리려고 한다. 여러가지 다양한 활동을 통해 찾아 뵐 예정이다. 앨범도 준비 중""이라고 전했다. 지수는 솔로 앨범 자켓 사진 촬영까지 마친 상태로, 현재 녹음에 박차를 가하고 있다고 전했다. YG엔터테인먼트는 최근 빅뱅 태양, 대성과 전속계약이 종료됐다고 밝혔다. 이에 빅뱅 완전체 활동이 불투명해진 게 아니냐는 우려의 목소리가 나오기도 했다. 여기에 블랙핑크 이적설까지 불거졌으나 YG는 ""사실무근""이라고 못 박았다.이후 블랙핑크의 뒤를 이를 새 걸그룹 베이비 몬스터를 올해 론칭한다고 밝히며 주가 방어에 나섰다.버닝썬 사태를 시작으로 아이콘 비아이 마약 수사 무마 혐의 등으로 대표직을 내려놨던 양현석 총괄 프로듀서는 베이비 몬스터와 함께 복귀했다. 보복협박 혐의 1심 재판에서 무죄 판결을 받은 그는 재판 후 ""이제 본연의 자리에서 최선을 다하겠다""는 각오를 다졌던 바다.양현석은 베이비 몬스터에 대해 ""YG 유전자를 갖고 있는 베이비라고 생각하시면 될 것 같다""면서 ""지난 4년 동안 월말평가를 통해 날 놀라게 했던 것처럼 세상을 놀라게 해 줄 스타가 됐으면 좋겠다는 희망사항이 있다""고 전했다. 이에 더해 지드래곤과 지수의 솔로 컴백까지 예고하면서 YG의 주가는 급등했다. 
"
"""YG엔터 저평가…블랙핑크 무난히 재계약할 듯""-NH",2023-01-19 8:00,한국경제,신민경 기자,"
NH투자증권 보고서



NH투자증권은 19일 YG엔터테인먼트에 대해 신인 걸그룹과 지드래곤의 활동 계획이 공개된 가운데, 그간 지적돼 온 '과도한 단일 아티스트 의존도' 문제가 해소될 것이라고 진단했다. 이에 기존 목표주가 7만7000원과 투자의견 '매수'를 유지했다.이날 이화정 NH투자증권 연구원은 ""지난달 말 양현석 총괄 이슈가 해소된 뒤로 사업 전반에 속도가 붙은 상황""이라며 ""일부 아티스트 라인업을 정리하고 주력 아티스트 중심의 사업 진행에 박차를 가하고자 하는 모습이 감지된다""고 했다.그러면서 ""이달 초 신인 걸그룹인 베이비몬스터 론칭 티저(사전예고) 영상이 공개됐고 지드래곤의 경우 직접 본인의 연내 솔로 활동 재개 의지를 밝혔다""며 ""베이비몬스터의 경우 멤버들의 퍼포먼스 티저 영상을 매주 공개하고 있는데 대중 반응이 우호적""이라며 ""될성부른 신인에, 지드래곤의 지원사격까지 더해지며 의존도 문제가 해소되는 구간으로 보여진다""고 밝혔다.아울러 블랙핑크와의 재계약 가능성도 높다는 관측이다. 그는 ""다양한 모멘텀이 존재함에도 불구하고 여전히 동사 주가는 경쟁사 대비 저평가된 상태다. 올 8월까지인 블랙핑크의 계약 만기가 가까워짐에 따라 관련 우려가 반영된 것""이라면서 ""다만 재계약 관련해서 미리 부정적으로 짐작하고 대응할 필요는 없을 것""이라고 말했다. 아티스트와 기업 양쪽의 실익을 고려해볼 때, 재계약이 무난히 진행될 가능성이 더 높다는 게 이 연구원의 의견이다. 이 연구원은 작년 4분기 연결기준 와이지엔터테인먼트가 매출액 1455억원과 영업이익 23억원을 기록했을 것으로 추정했다. 각각 전년 동기 대비 64%, 74% 증가한 수치다.
"
블랙핑크 월드 투어·GD 복귀…YG엔터테인먼트 6% 올랐다,2023-03-17 18:29,한국경제,배태웅 기자,"




SM엔터테인먼트 인수전이 끝나면서 동반 하락세를 보이던 YG엔터 주가가 크게 반등했다. 저가 매수에 나선 외국인이 몰리면서다.17일 YG엔터 주가는 6.17% 오른 5만5100원에 거래를 마쳤다. 지난 9일부터 6거래일 연속 하락하다가 최근 저가 매수를 노린 외국인이 몰리면서 상승했다. 13일부터 이날까지 외국인은 YG엔터를 108억원 순매수했다.증권사들은 올 상반기 YG엔터 소속 주요 아티스트의 복귀로 실적 개선이 예상된다는 분석을 내놓고 있다. 주력 아이돌그룹인 블랙핑크가 상반기 대규모 월드투어를 하는 데다 지드래곤도 복귀한다. YG엔터의 신인 걸그룹인 베이비몬스터가 데뷔를 앞두고 있다는 점 역시 주가 상승 요인으로 꼽힌다.목표주가는 잇달아 상향되고 있다. 흥국증권은 기존 대비 1만4000원 올린 7만5000원을 목표주가로 정했다. 교보증권은 6000원 올린 7만원을 제시했다.
"
"
			500만원까지 뛴 블랙핑크 티켓…음공협, 암표 근절 나선다
		",2023.04.28. 오후 4:01,None,None,None
"
			YG-대한항공 MOU 체결…블랙핑크 월드투어 후원
		",2023.03.15. 오후 2:06,None,None,None
"""YG엔터, 블랙핑크 재계약에 달린 주가…목표가는↑""-하나",2023-02-27 7:35,한국경제,신현아 기자,"
목표가 6만9000원 제시



블랙핑크. 사진=연합뉴스하나증권은 27일 와이지엔터테인먼트(YG엔터)에 대해 블랙핑크와 트레져의 가파른 매니지먼트 수익화를 반영해 목표가를 기존 6만5000원 6만9000원으로 높여 잡고, 투자의견은 '매수'를 유지했다. 작년 4분기 YG엔터는 매출 1250억원, 영업이익 157억원을 기록했다. 전년 동기 대비 매출은 40%, 영업이익은 19% 증가했으며, 영업이익은 시장추정치(220억원)를 밑돌았다. 이 같은 실적에 대해 이기훈 하나증권 연구원은 ""블랙핑크는 한국 2회 포함 26회의 공연과 트레져의 컴백(약 60만장)이 반영됐는데, 블랙핑크 콘서트 및 트레져 MD(기획상품) 관련 이익 합산 약 100억원 내외가 올해 상반기로 이연됐다""고 설명했다. 이 연구원은 ""YG플러스가 YG인베스트먼트의 손실 전환으로 영업이익이 기존 예상 대비 부진했던 점을 감안하면 (작년 4분기 실적이) 충분히 좋았다""고 평가했다. 그는 ""작년 하반기 영업이익은 312억원, 올해 상반기는 약 350억원 내외로 추정된다""며 ""이를 감안하면 블랙핑크·트레져가 1년간 완전한 매니지먼트 활동을 한다고 가정할 때 650억~700억원 내외의 영업이익이 가능하다는 것을 알 수 있다""고 분석했다. 그러면서 ""하반기 블랙핑크의 재계약을 가정한 원가율 상승을 감안하더라도 700억원 수준의 컨센서스 이익은 충분히 상향될 여지가 있어 보인다""고 했다. 이 연구원은 또 ""빅뱅과 아이콘의 재계약이 불발됐지만 베이비몬스터의 데뷔를 통해 실적과 밸류에이션(기업가치)을 모두 회복할 수 있을 것으로 기대된다""고 말했다.이 연구원은 다만 ""연초에 데뷔 티저를 발표했고 유튜브 구독자 수는 110만명을 넘어서면서 엄청난 기대를 반증하고 있는데 올해 3월 내 데뷔도 쉽지 않아 보인다""며 ""특히 1분기가 신인 그룹들이 데뷔하기 좋은 비수기임을 감안하면 프로모션 일정이 좀 더 빡빡했으면 하는 아쉬움은 있지만, 올해 4대 기획사 중 가장 먼저 데뷔하는 신인이자 성공 가능성이 높은 만큼 관심 가질 필요가 있다""고 밝혔다.  그러면서 ""블랙핑크 재계약 이슈가 밸류에이션 할인으로 작용하고 있으나, 재계약 성공 시 베이비몬스터의 가능성까지 주가에 한 번에 크게 반영될 여지가 있다""며 ""블랙핑크 재계약 시 올해 기획사 내 에스엠(SM) 다음으로 높은 주가 상승률이 기대된다""고 덧붙였다. 
"
"
			빅뱅 태양 ""더블랙레이블 이적 이유? 계속 음악적으로 교류""
		",2023.04.25. 오전 8:22,None,None,None
"
			'YG 홀로 남은' 지드래곤 ""올해 새 앨범 준비 중""
		",2023.01.02. 오전 8:46,None,None,None
"
			대성, YG와 결별 후 첫 심경 ""영원한 건 없다? NO…빅뱅 있어""
		",2023.01.03. 오전 11:03,None,None,None
'돈 쓰는 찐팬' 숫자 세어보니…하이브 &gt; SM &gt; JYP &gt; YG 순,2023-01-04 15:09,한국경제,임현우 기자,"
IBK證 ""엔터 4사 코어팬덤 350만명…확장여지 크다""음반·공연·굿즈 매출 좌우하는 '큰손'



방시혁 하이브 이사회 의장이 방탄소년단(BTS) 멤버들과 찍은 사진. 방시혁 인스타그램국내 4대 연예기획사 매출에 직접적으로 기여하는 코어 팬덤(충성도가 높은 팬)은 350만명이라는 증권사 분석이 나왔다. '찐팬'이 가장 많은 곳은 방탄소년단(BTS) 소속사 하이브였다. SM·JYP·YG엔터테인먼트의 코어 팬덤을 전부 합쳐야 하이브를 겨우 앞섰다.4일 IBK투자증권은 ""엔터사 매출은 대부분 대중이 아닌 코어 팬덤에 의해 발생하기 때문에 이들의 규모를 파악하는 것이 중요하다""며 업체별·연예인별 추정치를 공개했다.엔터 4사의 코어 팬덤은 총 350만명으로 추산됐다. 하이브가 160만명으로 가장 많고 SM은 76만명, JYP는 64만명, YG가 42만명으로 뒤를 이었다. 2011년 1월~2022년 9월 앨범 판매량 통계를 토대로 재가공한 수치다. 이환욱 IBK투자증권 연구원은 ""세계 10~30대 인구 수를 고려하면 절대값이 매우 낮다""며 ""활발한 활동을 통해 확장할 수 있는 여지가 매우 높다""고 말했다.연예기획사의 핵심 수익원인 음반, 공연, 굿즈, 콘텐츠 등을 책임지는 것은 코어 팬덤이다. 대중적 인지도만 높으면 광고·출연료 상승에 도움은 되지만 소속사 매출에 크게 기여하기 어렵다.



하이브 소속 연예인의 코어 팬덤은 BTS 70만명, 세븐틴 32만명, 투모로우바이투게더 25만명, 엔하이픈 16만명, 뉴진스 9만명, 르세라핌 8만5000명 등으로 추정됐다. SM은 NCT 34만6000명, 에스파 17만명, 엑소 13만명, 레드벨벳 11만3000명 등이다.JYP에서는 스트레이키즈 32만명, 있지(ITZY) 13만명, 트와이스 11만6000명, 엔믹스 5만4000명 등이 적극적으로 지갑을 여는 충성팬으로 분류됐다. YG는 블랙핑크 28만명, 트레저 11만명, 위너 1.9만명, 아이콘 1만명 등으로 나타났다.코어 팬덤은 새 앨범이 나오면 1인당 평균 7~11장을 중복 구매하는 것으로 분석됐다. 포토카드를 수집하거나 오프라인 행사 당첨권을 얻으려고 앨범을 사기 때문이다. 이들의 '덕질'은 MP3 등장 이후 사실상 사망선고를 받았던 음반 시장까지 되살려냈다. IBK투자증권은 올해 K팝 실물 앨범 판매량이 최소 9100만장을 기록해 지난해(8000만장)에 이어 신기록을 경신할 것으로 내다봤다.



2017~2020년 엔터주의 12개월 선행 주가수익비율(PER)은 25배 안팎이었다. 코로나19 이후 한때 30~40배로 치솟았다가 거의 원점으로 돌아왔다. IBK투자증권은 ""플랫폼, 게임, 대체불가능토큰(NFT) 등 신사업 가치가 제대로 반영되지 않아 투자 매력도가 높은 구간""이라고 설명했다. 이 증권사는 하이브를 최선호주, JYP를 차선호주로 꼽았다.
"
"
			지드래곤, 황당 열애설…YG·신세계 모두 ""사실 무근""
		",2023.01.11. 오전 10:58,None,None,None
"
			'YG→더블랙레이블' 태양, 새 프로필 공개…활동 기대
		",2023.01.03. 오후 2:13,None,None,None
"""유흥업소에서 만난 아이""…양현석·한서희, 법정 재회할까",2023-04-12 15:37,한국경제,김소연 기자,"




양현석 전 YG엔터테인먼트 대표가 12일 서울 서초구 서울고등법원에서 열린 특정범죄 가중처벌 등에 관한 법률 위반 등의 혐의 관련 첫 항소심 공판에 출석하고 있다. /사진=연합뉴스양현석 전 YG엔터테인먼트(이하 YG) 총괄 프로듀서(대표)의 재판에 가수 연습생 출신 한서희와 소속 가수였던 비아이(본명 김한빈)의 아버지인 김모 씨가 증인으로 신청됐다.12일 서울고등법원 형사6-3부(부장판사 이의영·원종찬·박원철) 심리로 양현석 전 대표의 특정범죄가중처벌 등에 관한 법률 위반(보복 협박 등) 등 혐의 항소심 첫 공판이 진행됐다.검찰은 항소 이유로 보복 혐의 무죄 판결을 꼽으며 '면담 강요' 혐의를 추가했다. 또한 양 전 대표가 ""아이돌 지망생이던 공익제보자 한서희 씨를 불러 '(연예계에서) 너 하나 죽이는 건 일도 아니다'라고 말하며 진술 번복을 요구한 점을 종합할 때 공포심을 유발하는 해악 고지를 한 것이 명백하다""고 징역 3년을 구형했다.이에 양 전 대표 측은 ""검찰의 공소사실은 양 전 대표가 협박했으리라는 것에 초점을 맞춰 사후에 꾸며지거나 심하게 왜곡됐다""는 입장을 밝혔다.양현석은 YG 소속 아이돌 그룹인 아이콘의 전 멤버 비아이의 마약 투약 혐의 수사를 무마하고자 공익제보자 한서희를 회유 및 협박했다는 혐의로 재판에 넘겨졌다. 한서희는 비아이 관련 마약 투약 의혹을 진술했다가 번복했고, 2019년 6월 이 사건을 국민권익위원회에 제보하는 과정에서 YG 측의 외압으로 진술을 바꿨다는 입장을 밝혔다.지난해 12월 진행된 1심에서는 ""보복 협박이나 강요죄로 처벌하려면 피고인의 행위로 인해 피해자가 공포심으로 의사의 자유가 억압된 상태에서 번복이 이뤄져야 한다""며 ""여러 사정을 종합하더라도 양현석 전 프로듀서의 발언이 피해자에게 공포심을 일으켰다는 충분한 증명이 되지 않았다""며 양 전 대표에게 무죄를 선고했다.검찰이 추가한 면담 강요죄는 자기 또는 타인의 형사사건 수사 또는 재판 관련자나 그 친족에게 정당한 사유 없이 면담을 강요하거나 위력을 행사한 사람에게 적용된다. 검찰은 양현석 대표가 2016년 8월 23일 피해자를 만나 비아이의 형사사건 진술 번복을 압박하고 설득했다는 입장이다.반면 양 전 대표 측은 ""한서희의 진술은 수개월에 걸쳐 6회 이어졌다""며 ""1심 재판부가 녹취서를 지엽적 부문만 갖고 신빙성이 없다고 판단하진 않았을 것""이라며 원심판결은 정당하다고 반박했다.이날 재판부는 한서희의 심문이 필요하다는 의견을 전하자, 양 전 대표 측은 ""한서희는 마약으로 세 번 재판을 받았다""며 ""이처럼 준법의식이 없고 자기 통제력이 없는 사람의 말을 또 듣는 것이 큰 의미가 없다""고 반박했다.또한 양 전 대표에게 한서희와 만난 상황에 대해 질문했다. 이에 양 전 대표는 ""오래됐지만 20분 정도 (대화를 한 것으로) 생각한다""며 ""한서희 같은 경우 수년 전부터 유흥업소에서 알고 지내던 친구라 당시엔 굉장히 편하게 생각했고 그런 취지로 보게 된 것""이라고 말했다.한편 재판부는 오는 5월 24일 양 전 대표에 대한 항소심 공판을 이어간다.
"
"
			블랙핑크 로제·강동원 16살 나이 차 '열애설'…소속사 ""사적 영역"" [공식]
		",2023.04.17. 오전 8:36,None,None,None
