TITLE,DATE,PRESS,REPORTER,CONTENT
엔터사 끌어당기는 위버스…팬 커뮤니티 '통일'하나,2021-03-08 17:09,한국경제,성수영 기자,"
YG 합류 이어 FNC도 '입점'중소 엔터사들 참여 늘어날듯빅히트, 엔씨소프트 제치고국내 시장 독주체제 가능성



FNC엔터테인먼트의 걸그룹 '체리블렛'국내 엔터테인먼트사들이 빅히트엔터테인먼트의 팬 커뮤니티 플랫폼 ‘위버스’로 몰리고 있다. 지난 1월 YG엔터테인먼트의 합류 선언에 이어 8일에는 AOA와 씨엔블루 등이 소속된 FNC엔터테인먼트도 위버스에 소속 아티스트들을 전원 입점시키기로 했다. 다른 중소 엔터사들도 앞다퉈 위버스 합류를 타진할 것으로 예상돼 빅히트가 엔씨소프트 등 경쟁자를 제치고 국내 시장을 장악할 가능성이 높다는 관측이 나온다. ‘러브콜’ 쏟아지는 위버스



FNC는 이날 “글로벌 K팝 아티스트를 육성하기 위해 소속 아티스트들을 모두 위버스에 입점시키기로 했다”고 밝혔다. 이들은 올해 순차적으로 위버스에 입점하며 구체적인 팀별 합류 일정은 추후 공개된다. FNC는 지난해 10월과 올해 1월 각각 피원하모니와 체리블렛의 팬 커뮤니티를 위버스에 개설했다. 업계 관계자는 “개설 이후 두 그룹의 앨범 판매가 증가하는 등 위버스 참여 효과가 검증됐다고 판단한 것으로 보인다”고 분석했다.업계는 FNC의 합류를 신호탄으로 중소 엔터사들의 ‘위버스 집결’이 가속화할 것으로 보고 있다. 팬 커뮤니티 플랫폼은 팬덤의 외연을 넓히고 부가 수익을 창출할 수 있는 매력적인 수단이다. 하지만 자체 플랫폼을 만들고 유지하려면 정보기술(IT) 관련 대규모 투자가 필수적이다. 빅히트가 지난 1년 새 거액을 들여 네이버와 카카오 직원 중 최소 100명 이상의 인력을 영입한 것도 이 때문이다. 이런 비용을 감당하기 힘든 중소 엔터사로선 효과가 검증된 기존 서비스를 이용하는 게 효율적이다. 지난해 10월 선미(어비스컴퍼니)와 위클리(플레이엠엔터테인먼트) 등이 위버스에 입점한 것도 같은 맥락이다.이선화 KB증권 연구원은 “위버스는 글로벌 팬 커뮤니티 플랫폼 중 최다 월간 이용자수(MAU)를 보유하고 있다”며 “방탄소년단(BTS) 등 참여 아티스트들의 지식재산권(IP)이 풍부해 발전 가능성이 높은 게 장점”이라고 말했다. 그는 “빅히트의 사업 구조 고도화가 시작된 만큼 기업의 중장기적인 성장이 예상된다”고 덧붙였다. 블랙핑크·빅뱅도 입점 전망블랙핑크와 빅뱅 등 YG 소속 인기 아티스트들이 올해 위버스에 입점할 것으로 예상되면서 위버스의 독주는 더욱 굳어질 전망이다. 뚜렷한 경쟁자도 없다. 지난 1일 엔씨와 CJ ENM이 손잡고 서비스를 개시한 ‘유니버스’는 소속 아티스트들의 인지도와 영향력 면에서 방탄소년단을 보유한 위버스와 맞대결하기엔 무게감이 떨어진다는 평가다.SM도 공식 발표는 없지만 추후 위버스 합류 수순을 밟을 것으로 전망된다. SM은 지난해부터 자체 팬 커뮤니티 플랫폼 ‘리슨’을 네이버의 플랫폼 ‘브이라이브 팬십’으로 이전하는 작업을 진행 중인데, 지난 1월 네이버가 자사 서비스를 위버스와 합치기로 했기 때문이다. JYP는 팬 커뮤니티 플랫폼에 공식적인 관심을 보이지 않고 있다. 다만 JYP와 네이버의 협업 관계를 고려하면 추후 위버스에 합류할 가능성이 높다는 관측이 많다.업계 관계자는 “빅히트가 과감한 투자를 통해 팬 커뮤니티 플랫폼이라는 사업 모델을 정착시키면서 크게 앞서나가는 모양새”라며 “다만 아티스트들의 배치 순서 등 팬덤 간 갈등을 유발할 수 있는 리스크를 잘 관리해야 할 것”이라고 밝혔다.성수영 기자 syoung@hankyung.com▶ 경제지 네이버 구독 첫 400만, 한국경제 받아보세요▶ 한경 고품격 뉴스레터, 원클릭으로 구독하세요▶ 한국경제신문과 WSJ, 모바일한경으로 보세요 ⓒ 한국경제 &amp; hankyung.com, 무단전재 및 재배포 금지
		"
"'플로' 운영사 드림어스컴퍼니, 비욘드뮤직과 맞손…음원 IP 투자 늘린다",2022-03-14 14:16,한국경제,선한결 기자,"




음원 플랫폼 플로(FLO) 운영사 드림어스컴퍼니가 국내 최대 음악 권리 전문 투자사 비욘드뮤직과 손잡고 글로벌 음원 지식재산권(IP) 투자 사업을 확대한다.  14일 드림어스컴퍼니는 비욘드뮤직과 전략적 파트너십을 맺고 음원 IP 투자 사업을 공동 추진하기로 했다고 밝혔다. 비욘드뮤직은 작년 1월 설립된 음원 저작·인접권 투자·인수·관리 기업이다. 이번 협력은 비욘드뮤직이 FNC엔터테인먼트 산하 음원 IP보유기업 FNC인베스트먼트의 보통주 전량을 470억원에 인수하면서 이뤄졌다. 이 과정에서 드림어스컴퍼니가 작년 5월부터 보유 중인 FNC인베스트먼트 전환사채 200억원 가량이 비욘드뮤직에 양도됐다. 드림어스컴퍼니는 비욘드뮤직의 전략적투자자(SI)가 된다. 드림어스컴퍼니와 비욘드뮤직은 기존 2700억원 규모 음원 IP 자산운용액(AUM)을 연내 1조원 규모까지 불리는 게 목표다. 비욘드뮤직은 작년 3월 LF그룹으로부터 케이앤씨뮤직을 약 500억원에 인수해 음원 1만여곡 IP를 확보했다. 이번 FNC인베스트먼트 인수에 따라 약 400여곡 저작인접권을 추가로 가지게 됐다. 이번 인수로 더해진 음원 IP AUM은 1300억원 수준이다.양사는 투자 협력을 비롯해 별도 유통 계약도 체결했다. 비욘드뮤직이 현재 관리하고 있는 음원 IP와 향후 확보하게 될 음원 IP에 대해서 플로가 독점 유통을 맡게 된다. 드림어스컴퍼니와 비욘드뮤직은 데이터 기반 음원 마케팅 등 시너지 사업도 모색할 계획이다. 드림어스컴퍼니는 ""비욘드뮤직 음원 IP를 바탕으로 메타버스, 대체불가능토큰(NFT), SaaS(서비스형 소프트웨어) 기반 팬 플랫폼 등 글로벌 음악 시장을 공략할 방침""이라고 밝혔다. 
"
"
			SF9 휘영·찬희, 방역수칙 위반 사과 [전문]
		",2022.01.27. 오후 5:22,None,None,None
"
			SF9 영빈, 3월 29일 육군 현역 입대…인성 이어 두 번째 [공식]
		",2022.02.15. 오전 9:38,None,None,None
"
			'술집 파티' 적발되고 콘서트…SF9 찬희·휘영, 황당한 팬 기만 [이슈+]
		",2022.01.28. 오전 11:03,None,None,None
"""잡주 취급받다가 '귀한 몸' 됐다""…유재석도 투자한 '이 주식'[연예 마켓+]",2021-11-20 14:42,한국경제,김소연 기자,"
BTS·유재석·이병헌까지…""내 회사에 내가 투자한다""K-콘텐츠 글로벌 영향력'잡주' 취급 받던 엔터주'귀한 몸'으로 분위기 변화



유재석 /사진=한경닷컴 DB소속사의 우회 상장, 부실 운영으로 출연료까지 받지 못했던 유재석도 돌아섰다. 소속사 안테나뮤직 수장인 유희열과 함께 상장을 준비하고 있는 카카오엔터테인먼트의 유상증자 지분 취득에 참여한 것. 카카오엔터테인먼트는 지난 8월 안테나 지분 100%를 확보해 자회사로 인수했다. 인수 가격은 139억 원 수준이었는데, 유희열은 그 절반인 70억 원을 다시 카카오엔터테인먼트에 투자한 것. 유희열과 더불어 유재석도 투자에 참여한 사실이 알려지면서 관심을 끌었다. 유재석은 앞서 '디초콜릿E&amp;TF'와 '팬텀엔터테인먼트'에 소속돼 속앓이를 했다. 경영진의 횡령, 우회상장 등으로 소송이 불거지면서 유재석은 출연료도 제대로 지급받지 못했고, 2015년 FNC엔터테인먼트와 전속계약을 맺기 전까지 1인 회사 형태로 활동했다. 유재석이 계약을 맺을 당시, FNC엔터테인먼트는 이미 상장사였지만 스톡옵션 등 주식 계약은 없었다. 모두 유재석이 거절한 것으로 알려졌다. 이동 중 차량에서 한국경제신문을 읽는 게 포착될 정도로 공부를 위해 주식 투자를 한다고 밝혔던 유재석. 소속사의 지분을 취득하며 얽히는 것에 대해서는 극도로 꺼리며 조심스러워했던 그가 카카오엔터테인먼트에 투자했다는 사실이 알려지면서 상장에 대한 기대감도 커지고 있다.한 관계자는 ""이전까지 '잡주'로 분류되던 '엔터, 미디어주'가 K-콘텐츠의 글로벌 인기에 힘입어 제대로 된 평가를 받게됐다""고 달라진 분위기를 전했다. 카카오엔터, 이병헌·현빈·이민호도…



이병헌, 방탄소년단, 유재석/사진=한경DB, 하이브카카오엔터테인먼트에 투자한 건 유희열, 유재석이 처음은 아니다. 카카오엔터테인먼트는 앞서 콘텐츠 강화를 위해 이병헌 등이 소속된 BH엔터테인먼트, 공효진 등이 있는 매니지먼트숲, 김소연, 이보영 등의 제이와이드컴퍼니를 연이어 인수했다.이후 2019년 6월 유상증자를 단행했고, 이병헌, 송승헌, 김고은, 한지민, 공효진 등 소속 연예인 23명이 참여했다. 278억 원 규모로, 주당 12만2695원에 발행됐다. 유희열이 1주당 25만5116원에 거래한 것과 비교하면 절반 수준으로 지분을 취득한 것. 당시 이병헌은 연예인 중 가장 많은 50억 원을 투자했다. 이후 2019년 9월 다시 한번 유상증자를 단행했고 현빈, 이민호, 한혜연 등이 12만 원대에 주식을 확보했다. 이후 6개월 만에 홍콩계 사모펀드 앵커에쿼티파트너스가 주당 18만 원대에 지분 투자를 단행하면서 앞서 투자에 나선 스타들의 지분 가치도 대거 확대됐다.  ""이사님"" 아이돌, 지분도 있어등판과 동시에 '엔터 대장주' 자리를 꿰찬 하이브는 간판 그룹인 상장에 앞서 방탄소년단(BTS) 멤버인 진, 슈가, 제이홉, RM, 지민, 뷔, 정국 등 7명의 멤버들에게 지분 1.41%에 해당하는 47만8695주를 증여했다. 방탄소년단에 배분된 47만8695주를 7인이 나눠 갖게 되며, 멤버들은 1인당 6만8385주를 보유한 셈인데, 지난 19일 마감가인 40만500원으로 계산할 경우 273억8819만2500원에 달한다. 상장 당시 희망공모가가 10만5000원으로 1인당 주식 가치가 약 71억 원 정도였다는 점을 고려하면 1년 만에 4배 가까운 가치 상승이 이뤄진 것.



SM엔터테인먼트 등기 이사로 이름을 올리고 있는 보아, 강타/사진=SM엔터테인먼트SM엔터테인먼트 비등기 기사로 이름을 올리고 있는 보아 역시 소속사 주가가 급등하면서 지난달 2배에 가까운 시세차익을 얻어 화제가 됐다. SM은 2018년 3월 임직원 165명에게 스톡옵션을 부여했고, 보아는 스톡옵션으로 받은 6000주 가운데 754주를 지난 10월 13일 처분했다. 스톡옵션 행사가(주식 전환 가격)는 4만2640원이었는데, 7만6106원에 처분했다. 156%의 수익률이다. 보아는 올해 8월 11일에도 6만2494원에 4046주를 처분했는데, 두 번의 스톡옵션 행사로 총 1억556만 원의 수익을 얻었다. 보아와 함께 스톡옵션 6000주를 받은 H.O.T 출신 강타는 아직 행사하지 않았다.  K 콘텐츠 인기 먹고 커지는 엔터 산업방탄소년단, 블랙핑크, NCT 등 아이돌 그룹들의 인기와 함께 넷플릭스 오리지널 '오징어게임'까지 흥행하면서 한국 콘텐츠에 대한 평가가 달라졌다는 평이다. 이는 주식 시장까지 이어지고 있다. 하이브의 시가총액은 15조 원이 넘는다. 이는 코스피 시장 내 30위 안에 드는 규모다. '위드 코로나' 분위기로 전환되면서 대면 공연이 가능해진 만큼 SM과 JYP엔터테인먼트, YG엔터테인먼트에 대한 매출 증대 기대감도 커지고 있다. 플랫폼이 강화되고, 엔터테인먼트 산업의 기반이 안정화되면서 ""불안하다""는 인식도 많이 사라졌다는 반응이다. 특히 내년 상반기 상장을 목표로하는 카카오엔터테인먼트까지 합류하면 시장을 바라보는 시선이 더욱 달라지리란 기대감도 흘러나오고 있다. 안재민 NH투자증권 연구원은 ""카카오엔터테인먼트는 업계 최고 수준의 크리에이터들을 영입하며 이미 콘텐츠 기획 및 제작 역량을 증명해 냈다""며 ""K콘텐츠의 관심이 집중되고 있는 가운데, 카카오엔터의 내재화된 역량과 시너지가 나타날 것으로 보인다""고 전했다. 
"
"
			SF9 다원·휘영, 코로나19 확진 [공식]
		",2021.10.14. 오후 1:54,None,None,None
"
			SF9 인성, 코로나19 음성…컴백 쇼케이스는 불참 [공식]
		",2021.07.05. 오전 10:50,None,None,None
"
			엔플라잉 멤버 3명 코로나19 확진 [공식]
		",2021.09.03. 오후 3:56,None,None,None
"
			'몸값 100억설' 유재석, 최종 선택은 안테나…유희열 품으로 [공식]
		",2021.07.14. 오전 9:33,None,None,None
"
			SF9, '티어 드롭'으로 증명한 팀 컬러…'글로리' 세계관 성공적 마무리
		",2021.07.22. 오후 12:42,None,None,None
